x,y
-2.7682609901974606,2.5168302973547824e-05
-2.7623115998535814,2.6058326854634494e-05
-2.7563622095097027,2.6977942882272614e-05
-2.7504128191658235,2.792806484539046e-05
-2.7444634288219447,2.8909632252988226e-05
-2.7385140384780655,2.9923610973255788e-05
-2.7325646481341863,3.097099388582257e-05
-2.7266152577903076,3.2052801547324435e-05
-2.7206658674464284,3.317008287047024e-05
-2.7147164771025496,3.4323915816792305e-05
-2.7087670867586704,3.551540810326323e-05
-2.702817696414791,3.674569792296163e-05
-2.6968683060709124,3.80159546799698e-05
-2.6909189157270332,3.932737973868245e-05
-2.684969525383154,4.0681207187708774e-05
-2.6790201350392753,4.2078704618545524e-05
-2.673070744695396,4.3521173919201176e-05
-2.6671213543515173,4.500995208294556e-05
-2.661171964007638,4.654641203236275e-05
-2.655222573663759,4.81319634588791e-05
-2.64927318331988,4.976805367794004e-05
-2.643323792976001,5.145616850000563e-05
-2.637374402632122,5.3197833117531355e-05
-2.631425012288243,5.4994613008103055e-05
-2.625475621944364,5.684811485388672e-05
-2.619526231600485,5.875998747755601e-05
-2.613576841256606,6.073192279485585e-05
-2.6076274509127266,6.276565678395525e-05
-2.601678060568848,6.486297047174455e-05
-2.5957286702249687,6.702569093722482e-05
-2.58977927988109,6.925569233213333e-05
-2.5838298895372107,7.155489691895074e-05
-2.5778804991933315,7.392527612642307e-05
-2.5719311088494528,7.63688516227366e-05
-2.5659817185055736,7.888769640647289e-05
-2.560032328161695,8.148393591546822e-05
-2.5540829378178156,8.415974915370129e-05
-2.5481335474739364,8.69173698363191e-05
-2.5421841571300576,8.975908755291525e-05
-2.5362347667861784,9.268724894916533e-05
-2.5302853764422997,9.570425892691346e-05
-2.5243359860984205,9.881258186280992e-05
-2.5183865957545413,0.00010201474284558072
-2.5124372054106625,0.00010531332893201308
-2.5064878150667833,0.00010871099042173048
-2.5005384247229046,0.00011221044215082017
-2.4945890343790253,0.00011581446480438007
-2.488639644035146,0.00011952590624802865
-2.4826902536912674,0.00012334768287842871
-2.476740863347388,0.00012728278099286103
-2.470791473003509,0.0001313342581778699
-2.4648420826596302,0.0001355052447170085
-2.458892692315751,0.0001397989450176909
-2.4529433019718723,0.00014421863905714883
-2.446993911627993,0.0001487676838474944
-2.441044521284114,0.00015344951491986087
-2.435095130940235,0.00015826764782760303
-2.429145740596356,0.0001632256796685139
-2.4231963502524767,0.0001683272906260094
-2.417246959908598,0.0001735762455292247
-2.4112975695647187,0.00017897639543195152
-2.40534817922084,0.00018453167921032737
-2.399398788876961,0.0001902461251791947
-2.3934493985330816,0.00019612385272701097
-2.387500008189203,0.00020216907396919991
-2.3815506178453236,0.00020838609541981256
-2.375601227501445,0.00021477931968134117
-2.3696518371575657,0.0002213532471525496
-2.3637024468136865,0.00022811247775412265
-2.3577530564698077,0.00023506171267197165
-2.3518036661259285,0.00024220575611798168
-2.3458542757820497,0.0002495495171079856
-2.3399048854381705,0.0002570980112567455
-2.3339554950942913,0.00026485636258967877
-2.3280061047504126,0.00027282980537108556
-2.3220567144065334,0.00028102368594858595
-2.3161073240626546,0.0002894434646134764
-2.3101579337187754,0.0002980947174767028
-2.3042085433748962,0.0003069831383601062
-2.2982591530310175,0.0003161145407026122
-2.2923097626871383,0.0003254948594809935
-2.2863603723432595,0.0003351301531448169
-2.2804109819993803,0.0003450266055651963
-2.274461591655501,0.00035519052799690685
-2.2685122013116223,0.0003656283610534444
-2.262562810967743,0.0003763466766945681
-2.2566134206238644,0.00038735218022583636
-2.250664030279985,0.0003986517123096659
-2.244714639936106,0.00041025225098736896
-2.238765249592227,0.0004221609137116563
-2.232815859248348,0.0004343849593890299
-2.226866468904469,0.00044693179043150196
-2.22091707856059,0.00045980895481701926
-2.214967688216711,0.000473024148157998
-2.2090182978728317,0.0004865852157772965
-2.203068907528953,0.0005005001547909813
-2.1971195171850737,0.0005147771161971885
-2.191170126841195,0.0005294244069703612
-2.1852207364973157,0.0005444504921601504
-2.1792713461534365,0.0005598639969941908
-2.173321955809558,0.000575673708984
-2.1673725654656786,0.0005918885800331764
-2.1614231751218,0.0006085177285470643
-2.1554737847779206,0.0006255704415430601
-2.1495243944340414,0.0006430561767606351
-2.1435750040901627,0.0006609845647702231
-2.1376256137462835,0.0006793654110800119
-2.1316762234024047,0.0006982086982396848
-2.1257268330585255,0.0007175245879401762
-2.1197774427146463,0.0007373234231083715
-2.1138280523707675,0.0007576157299957919
-2.1078786620268883,0.0007784122202601641
-2.1019292716830096,0.0007997237930388129
-2.0959798813391304,0.0008215615370127817
-2.090030490995251,0.0008439367324605197
-2.0840811006513724,0.0008668608533000189
-2.078131710307493,0.0008903455691181974
-2.0721823199636145,0.0009144027471863057
-2.0662329296197353,0.0009390444544601707
-2.060283539275856,0.0009642829595639507
-2.0543341489319773,0.0009901307347561805
-2.048384758588098,0.0010166004578767564
-2.0424353682442193,0.0010437050142735247
-2.03648597790034,0.0010714574987071349
-2.030536587556461,0.0010998712172327354
-2.0245871972125817,0.0011289596890571246
-2.018637806868703,0.0011587366483699004
-2.0126884165248238,0.0011892160461471582
-2.006739026180945,0.0012204120519262226
-2.000789635837066,0.0012523390555499191
-1.9948402454931868,0.0012850116688788295
-1.9888908551493079,0.0013184447274699898
