bins,hist,errors
-2.4598075353686317,0.003133063029856248,0.0011057869517139699
-2.1979273002840336,0.002948765204570586,0.0009214891264283082
-1.9360470651994357,0.006450423884998157,0.001474382602285293
-1.6741668301148376,0.006634721710283818,0.0017508293402137855
-1.4122865950302395,0.011610762992996683,0.0032252119424990783
-1.1504063599456416,0.018245484703280503,0.005344636933284188
-0.8885261248610434,0.0316992259491338,0.00903059343899742
-0.6266458897764453,0.06026538886841135,0.017876889052709177
-0.3647656546918472,0.10597124953925544,0.03160707703649097
-0.10288541960724906,0.16347217102838185,0.04810173239955769
0.15899481547734906,0.18227054920751934,0.0538149649834132
0.42087505056194674,0.15481017323995577,0.045337265020272764
0.6827552856465449,0.10062661260597125,0.028750460744563215
0.944635520731143,0.06081828234426834,0.017692591227423518
1.206515755815741,0.03427939550313306,0.01004423147806856
1.4683959909003392,0.021931441208993735,0.006266126059712496
1.730276225984937,0.012347954294139329,0.003870254330998894
1.9921564610695355,0.006450423884998157,0.0018429782528566164
2.254036696154133,0.006634721710283818,0.001935127165499447
2.5159169312387317,0.006081828234426834,0.001935127165499447
2.77779716632333,0.003317360855141909,0.001013638039071139
